Name,Location,Cuisines,PriceRange,Ratings
New Janta Restaurant,Vasant Vihar,"North Indian, Mughlai",2,Average
Rainbows,Vasant Vihar,"Bakery, Fast Food",1,Average
Sinfully Yours,Vasant Vihar,"Bakery, Desserts",1,Average
Slice of Italy,Vasant Vihar,"Italian, Pizza, Bakery",2,Average
Spice Deli,Vasant Vihar,"North Indian, Chinese",3,Average
Twenty Four Seven,Vasant Vihar,"Fast Food, North Indian",1,Average
Uncle Tom's Steamed Hot Dogs,Vasant Vihar,Fast Food,1,Average
AOWLS,Vasant Vihar,"Chinese, Fast Food",1,Good
Costa Coffee,Vasant Vihar,Cafe,2,Good
Georgia Dakota,Vasant Vihar,"Bakery, Desserts",1,Good
Instapizza After Hours,Vasant Vihar,"Pizza, Fast Food",2,Good
The Pint Room,Vasant Vihar,"Finger Food, Continental, Italian",3,Good
Anthony's Kitchen,Vasant Vihar,"North Indian, South Indian",1,Not rated
Bakermania,Vasant Vihar,"Bakery, Fast Food",1,Not rated
Cafe Coffee Day,Vasant Vihar,Cafe,1,Not rated
Cones & Curries,Vasant Vihar,North Indian,1,Not rated
Giani,Vasant Vihar,"Ice Cream, Desserts",1,Not rated
Kaptain Bakery,Vasant Vihar,Bakery,1,Not rated
Kayasth Cuisine,Vasant Vihar,Mughlai,3,Not rated
Mahinder Food Corner,Vasant Vihar,"North Indian, Street Food",1,Not rated
Mohanty Bakery & Confectionery,Vasant Vihar,Bakery,1,Not rated
Practically Perfect,Vasant Vihar,"Bakery, Desserts",2,Not rated
Take Away Depot,Vasant Vihar,"Chinese, Mughlai, North Indian",2,Not rated
The Artful Baker,Vasant Vihar,"Bakery, Fast Food",2,Not rated
Perch Wine & Coffee Bar,Vasant Vihar,"Cafe, European",4,Very Good
Aggarwal Confectionary,Vasundhara Enclave,"Street Food, Bakery",1,Average
Aggarwal Sweet Corner,Vasundhara Enclave,"Mithai, Street Food",1,Average
Ananda's,Vasundhara Enclave,"South Indian, Chinese",1,Average
Ankur Family Restaurant,Vasundhara Enclave,"North Indian, Chinese",2,Average
Ayush Restaurant,Vasundhara Enclave,North Indian,1,Average
Chef's Paradise,Vasundhara Enclave,"North Indian, Mughlai, Chinese",1,Average
Domino's Pizza,Vasundhara Enclave,"Pizza, Fast Food",2,Average
Fatafat Fast Food,Vasundhara Enclave,"Chinese, Fast Food",1,Average
Giani,Vasundhara Enclave,"Ice Cream, Desserts",1,Average
Green Tea Fanatics,Vasundhara Enclave,"Beverages, Fast Food",1,Average
Khansama,Vasundhara Enclave,"North Indian, Mughlai",1,Average
Pauls Food,Vasundhara Enclave,"North Indian, Chinese",2,Average
Punjabi Vaishno Rasoi,Vasundhara Enclave,North Indian,1,Average
Republic of Chicken,Vasundhara Enclave,"Raw Meats, Fast Food",1,Average
Taj Sweets,Vasundhara Enclave,Mithai,1,Average
The Cake,Vasundhara Enclave,Bakery,1,Average
The Food Court,Vasundhara Enclave,"Fast Food, Chinese",1,Good
Adi's Restaurant,Vasundhara Enclave,North Indian,1,Not rated
Aggarwal Sweet & Bakers,Vasundhara Enclave,"Mithai, Street Food",1,Not rated
Aggarwal Sweets,Vasundhara Enclave,Desserts,1,Not rated
Aggarwal Sweets,Vasundhara Enclave,"Mithai, Street Food",1,Not rated
Always Eat Green,Vasundhara Enclave,"North Indian, South Indian, Chinese",1,Not rated
Anjali Resaturant,Vasundhara Enclave,North Indian,1,Not rated
Annapoorna Bhojanalya,Vasundhara Enclave,North Indian,1,Not rated
Anupam Eating Point,Vasundhara Enclave,North Indian,1,Not rated
Bikaner Rasoi,Vasundhara Enclave,North Indian,1,Not rated
Cafe Mom,Vasundhara Enclave,North Indian,1,Not rated
Cafe Youth,Vasundhara Enclave,Chinese,1,Not rated
Cake Express,Vasundhara Enclave,Bakery,1,Not rated
Cake Knighter,Vasundhara Enclave,Bakery,1,Not rated
Catchup Green,Vasundhara Enclave,Fast Food,1,Not rated
D Food,Vasundhara Enclave,"North Indian, Street Food",1,Not rated
Delicious Cake,Vasundhara Enclave,Bakery,1,Not rated
Famous Parantha and Poori Sabzi,Vasundhara Enclave,North Indian,1,Not rated
FM Biryani Point,Vasundhara Enclave,Biryani,1,Not rated
Food Plaza,Vasundhara Enclave,"Chinese, Fast Food",1,Not rated
Foodiez,Vasundhara Enclave,Street Food,1,Not rated
Goli Vada Pav No. 1,Vasundhara Enclave,Street Food,1,Not rated
Hyderabad's Delight,Vasundhara Enclave,"Hyderabadi, Biryani",1,Not rated
Khan Tandoori Hub,Vasundhara Enclave,"North Indian, Mughlai",2,Not rated
Khan Tandoori Nights,Vasundhara Enclave,Mughlai,1,Not rated
Meatwale.com,Vasundhara Enclave,Raw Meats,1,Not rated
New Aggarwal Sweets & Fast Food,Vasundhara Enclave,"Mithai, Fast Food",1,Not rated
Night Munchers,Vasundhara Enclave,North Indian,2,Not rated
Old Moradabadi Chicken Corner,Vasundhara Enclave,North Indian,1,Not rated
Richa's Bakery,Vasundhara Enclave,Bakery,1,Not rated
Riyaz Biryani Corner,Vasundhara Enclave,"Biryani, North Indian",1,Not rated
Rudra The Dhaba,Vasundhara Enclave,North Indian,1,Not rated
Seven Star Pizza,Vasundhara Enclave,Pizza,1,Not rated
Shahi Muradabadi Chicken Biryani,Vasundhara Enclave,Biryani,1,Not rated
Shree Krishna Restaurant,Vasundhara Enclave,"North Indian, Chinese",1,Not rated
Shree Sai Bhog,Vasundhara Enclave,"Chinese, North Indian, South Indian",1,Not rated
Soni Food Court,Vasundhara Enclave,North Indian,1,Not rated
South Street Cafe,Vasundhara Enclave,South Indian,1,Not rated
Special Chicken Biryani,Vasundhara Enclave,Biryani,1,Not rated
Sweets n Treats,Vasundhara Enclave,Street Food,1,Not rated
The Royal Prestige,Vasundhara Enclave,"North Indian, South Indian",1,Not rated
Twenty Four Seven,Vasundhara Enclave,"Fast Food, North Indian",1,Not rated
Two Friends Roll Corner,Vasundhara Enclave,"Fast Food, Street Food",1,Not rated
Waikiki,Vasundhara Enclave,"Chinese, North Indian",1,Not rated
Zaika Chicken Corner,Vasundhara Enclave,"Biryani, North Indian",1,Not rated
Zombiez,Vasundhara Enclave,"Chinese, North Indian",2,Not rated
366 Junction,Vijay Nagar,"Cafe, North Indian, Chinese",2,Average
Black & Brew,Vijay Nagar,Chinese,1,Average
Hari Om Bhojanalaya,Vijay Nagar,North Indian,1,Average
Nalwa's Hotspot,Vijay Nagar,Chinese,1,Average
Pasta Hub,Vijay Nagar,Italian,1,Average
Rock n Wood Cafe,Vijay Nagar,"North Indian, Chinese",2,Average
Roll Corner,Vijay Nagar,Fast Food,1,Average
Shree Nandhini Cafe,Vijay Nagar,"South Indian, Chinese",1,Average
Sindhi Dhaba,Vijay Nagar,North Indian,1,Average
Take N Taste,Vijay Nagar,"North Indian, Chinese",1,Average
Taxi Bar & Cafe,Vijay Nagar,"North Indian, Chinese, Fast Food",2,Average
The Little Diner,Vijay Nagar,"Continental, Chinese, Italian, Cafe",2,Average
Cafeteria & Co.,Vijay Nagar,"Continental, Mexican",2,Excellent
Burger Point,Vijay Nagar,"Burger, Fast Food",1,Good
Cafe All-Inn,Vijay Nagar,"Cafe, Mexican, Italian, North Indian, Chinese",2,Good
Chowringhee,Vijay Nagar,Fast Food,1,Good
Flamess Restaurant & Cafe Village,Vijay Nagar,"North Indian, Chinese, Continental, Italian, Mexican, Lebanese",2,Good
Jack 'n' Chill,Vijay Nagar,"American, Italian, Cafe",2,Good
Kake Di Hatti,Vijay Nagar,North Indian,1,Good
Mad Monkey,Vijay Nagar,"Cafe, Continental, Italian",2,Good
Manohar Cakes & Bikaneri,Vijay Nagar,"Mithai, Fast Food",1,Good
Shagun,Vijay Nagar,"Chinese, Thai, Tibetan, Japanese",2,Good
Shyam Chaat Bhandar,Vijay Nagar,Street Food,1,Good
Telegram,Vijay Nagar,"Cafe, North Indian, Continental, Chinese",2,Good
The University Bistro,Vijay Nagar,"Cafe, Italian, Continental, Mexican, Mediterranean",2,Good
736 A.D.,Vijay Nagar,"North Indian, Continental, Italian, Chinese",2,Very Good
Big Yellow Door,Vijay Nagar,"Cafe, Italian, Fast Food",2,Very Good
Mr. Crust Bakers,Vijay Nagar,"Bakery, Desserts, Fast Food",1,Very Good
Phonebooth CafÌ©,Vijay Nagar,"North Indian, Continental, Chinese, Italian",2,Very Good
Tony's,Vijay Nagar,Fast Food,1,Very Good
Wake 'n' Bake Cafe,Vijay Nagar,"Fast Food, Bakery",1,Very Good
Gabbar Di Hatti,Vikas Marg,"North Indian, Mughlai",1,Average
Chennai Express,Vikas Marg,"Chinese, South Indian",1,Not rated
1990's,Vikaspuri,"North Indian, Mughlai",1,Average
Amul Cafe,Vikaspuri,"Desserts, Fast Food",1,Average
Burger Point,Vikaspuri,"Burger, Fast Food",1,Average
Buta Singh Da Dhabba,Vikaspuri,North Indian,1,Average
Cafe Amigo,Vikaspuri,Cafe,1,Average
Cafe Coffee Day,Vikaspuri,Cafe,1,Average
Cake Palace,Vikaspuri,Bakery,1,Average
Carara,Vikaspuri,"North Indian, Chinese",2,Average
Channi Pishori Chicken,Vikaspuri,Mughlai,1,Average
Chatkora Food N Snacks Corner,Vikaspuri,Fast Food,1,Average
Chetana Bakes,Vikaspuri,Bakery,1,Average
Chily Hut,Vikaspuri,"Chinese, North Indian",2,Average
De' Bistro,Vikaspuri,"Chinese, Fast Food",2,Average
Deep Bakers,Vikaspuri,"Fast Food, Bakery",1,Average
Delhi 6,Vikaspuri,North Indian,1,Average
Finest Pizzeria,Vikaspuri,Pizza,2,Average
Food Lab,Vikaspuri,"Chinese, Biryani, North Indian",1,Average
Goli Vada Pav No. 1,Vikaspuri,Street Food,1,Average
Grover Sweets,Vikaspuri,"Mithai, Street Food",1,Average
Hema Chinese Foods,Vikaspuri,Chinese,1,Average
Hunger Stop,Vikaspuri,"North Indian, Mughlai",2,Average
Ishwar Sweets,Vikaspuri,Chinese,1,Average
Kathi Express,Vikaspuri,"Fast Food, Chinese",2,Average
Kream's,Vikaspuri,"Bakery, Fast Food, Pizza",1,Average
Madras Cafe,Vikaspuri,"South Indian, Fast Food",1,Average
Mandeep Punjabi Rasoi,Vikaspuri,North Indian,1,Average
Masti Curry,Vikaspuri,North Indian,1,Average
New Madras Cafe,Vikaspuri,"South Indian, Fast Food",1,Average
Pakwan,Vikaspuri,"Chinese, North Indian",2,Average
Patiala Shahi Soups,Vikaspuri,Mughlai,1,Average
Pizza Yum,Vikaspuri,"Pizza, Fast Food",2,Average
Polka Pastry & Snack Bar,Vikaspuri,"Bakery, Fast Food",1,Average
Red Hot,Vikaspuri,North Indian,1,Average
Republic of Chicken,Vikaspuri,"Raw Meats, Fast Food",1,Average
Sai Ann Kutir,Vikaspuri,"Chinese, North Indian",1,Average
Saravana South Indian Hut,Vikaspuri,South Indian,1,Average
Sardar Pure Meat Shop,Vikaspuri,"Raw Meats, Fast Food",1,Average
Shama Chicken Corner,Vikaspuri,"North Indian, Mughlai",1,Average
Shan E Punjab,Vikaspuri,"North Indian, South Indian",2,Average
Shanghai Nights,Vikaspuri,Chinese,1,Average
Shree Ram Sweets & Bakers,Vikaspuri,Mithai,1,Average
Sindhi Kulfi Wala,Vikaspuri,Desserts,1,Average
South Indian Cafe,Vikaspuri,"South Indian, Chinese",1,Average
South Indian Hut,Vikaspuri,South Indian,1,Average
Spinns Resto-Bar,Vikaspuri,"North Indian, Chinese",2,Average
Subway,Vikaspuri,"American, Fast Food, Salad, Healthy Food",2,Average
Taneja Bakery,Vikaspuri,Bakery,1,Average
Tequila Express,Vikaspuri,"North Indian, Chinese",3,Average
The China Town,Vikaspuri,Chinese,2,Average
THS - The Hunger Street,Vikaspuri,"North Indian, Mughlai, Chinese",2,Average
True Blue,Vikaspuri,"North Indian, Chinese",3,Average
Twenty Four Seven,Vikaspuri,"Fast Food, North Indian",1,Average
Your's Chole Bhature,Vikaspuri,Street Food,1,Average
Baskin Robbins,Vikaspuri,Ice Cream,1,Good
Pure Punjabi,Vikaspuri,"North Indian, Fast Food",2,Good
Brick Station,Vikaspuri,Cafe,2,Not rated
Food Factory,Vikaspuri,"Chinese, Fast Food",1,Not rated
Pastry Point,Vikaspuri,"Bakery, Fast Food",1,Not rated
Prem Jee Da Dhaba,Vikaspuri,North Indian,2,Not rated
Welcome Food Point,Vikaspuri,"Chinese, North Indian",2,Poor
Arora Snacks,Vivek Vihar,Chinese,1,Average
Bansal Mithai Wale,Vivek Vihar,Mithai,1,Average
Fabulous Cake Bites,Vivek Vihar,"Bakery, Desserts, Fast Food, Pizza, Burger, Finger Food",1,Average
Garam Masala Food Corner,Vivek Vihar,"North Indian, Chinese",1,Average
Health Buzzz,Vivek Vihar,Healthy Food,1,Average
Kumar Pav Bhaji Corner,Vivek Vihar,Fast Food,1,Average
Le Chef,Vivek Vihar,"Chinese, North Indian",1,Average
Nainy Fast Food,Vivek Vihar,"Chinese, Fast Food",1,Average
Platform Nine and Three Quarters,Vivek Vihar,"Cafe, North Indian, Continental",2,Average
Pudding & Pie,Vivek Vihar,"Bakery, Fast Food",1,Average
Rapture,Vivek Vihar,"Bakery, Fast Food",1,Average
Sachdeva Chinese Fast Food,Vivek Vihar,"Chinese, Fast Food",1,Average
Simply Cakes,Vivek Vihar,Bakery,1,Average
The Dosa King,Vivek Vihar,"South Indian, North Indian",1,Average
Bhappe Di Hatti,Vivek Vihar,"North Indian, Chinese",2,Good
Cafetorium,Vivek Vihar,"Cafe, Italian",2,Good
Food Express,Vivek Vihar,"Chinese, North Indian",2,Good
Sai Bajaj Restaurant,Vivek Vihar,"Chinese, North Indian",1,Good
The Chimney Bar-Be-Que,Vivek Vihar,"North Indian, Chinese",2,Good
Urban Punjab,Vivek Vihar,"North Indian, Chinese",2,Good
Cheese Bitez Pizza,Vivek Vihar,Fast Food,1,Not rated
Goyal Sweets,Vivek Vihar,"Mithai, Bakery",1,Not rated
Gulati's Takeaway,Vivek Vihar,"North Indian, Chinese, Mughlai",2,Not rated
Jyoti Sweets,Vivek Vihar,Mithai,1,Not rated
Momos Hi Momos,Vivek Vihar,Chinese,1,Not rated
New Bhappe Di Hatti,Vivek Vihar,Fast Food,1,Not rated
Oven Fresh,Vivek Vihar,Bakery,1,Not rated
Rupa Ice Cream Parlour,Vivek Vihar,Desserts,1,Not rated
Scoopers 'n' Bakers,Vivek Vihar,Bakery,1,Not rated
South Indian Food Plaza,Vivek Vihar,South Indian,1,Not rated
Super Snacks,Vivek Vihar,"North Indian, South Indian",1,Not rated
Unique Pastry,Vivek Vihar,"Bakery, Desserts",1,Not rated
Veg Food Express,Vivek Vihar,North Indian,1,Not rated
Chintamani's Namkeen,Vivek Vihar,"Chinese, Fast Food, North Indian, South Indian, Street Food, Mithai",1,Poor
Deltasious,Vivek Vihar,"North Indian, Chinese, Bakery",1,Poor
Tandoori Junction,Vivek Vihar,"North Indian, Chinese",1,Poor
Apni Rasoi,Wazirpur,North Indian,1,Average
Haldiram Bhujiawala,Wazirpur,"Street Food, North Indian, South Indian, Mithai",1,Average
Meghraj Food Court,Wazirpur,"North Indian, Street Food, Mithai",1,Average
Meghraj Sweets,Wazirpur,"Mithai, Street Food, North Indian",1,Average
Chill Out,Wazirpur,Ice Cream,1,Not rated
Chilli Chinese,Wazirpur,Chinese,1,Not rated
"34, Chowringhee Lane","West End Mall, Janak Puri",Fast Food,1,Average
Subway,"West End Mall, Janak Puri","American, Fast Food, Salad, Healthy Food",2,Poor
The Golden Dragon,"West Gate Mall, Rajouri Garden","Chinese, Seafood, Japanese",3,Good
KFC,West Patel Nagar,"American, Fast Food",2,Average
Mitra Da Dhaba,West Patel Nagar,North Indian,1,Good
Mr. Sub,West Patel Nagar,Fast Food,1,Good
Kennedy's,West Patel Nagar,"Chinese, Fast Food",1,Very Good
Keventers,"Worldmark 1, Aerocity",Beverages,1,Average
Street Foods by Punjab Grill,"Worldmark 1, Aerocity","Street Food, North Indian",2,Average
Subway,"Worldmark 1, Aerocity","American, Fast Food, Salad, Healthy Food",2,Average
Wow! Momo,"Worldmark 1, Aerocity",Chinese,1,Average
Biryani Blues,"Worldmark 1, Aerocity","Biryani, Hyderabadi",3,Good
Asia Seven Express,"Worldmark 1, Aerocity",Chinese,2,Not rated
Bikanervala,"Worldmark 1, Aerocity","North Indian, South Indian, Fast Food, Street Food, Chinese, Beverages, Desserts, Mithai",2,Not rated
Cafe Huddle,"Worldmark 1, Aerocity",Fast Food,2,Not rated
Chai Garam,"Worldmark 1, Aerocity","Tea, Fast Food",1,Not rated
Dolce Gelato,"Worldmark 1, Aerocity","Ice Cream, Beverages, Fast Food",1,Not rated
GoGourmet,"Worldmark 1, Aerocity","Healthy Food, Beverages",2,Not rated
Karim's,"Worldmark 1, Aerocity","Mughlai, North Indian",3,Not rated
Khan Chacha,"Worldmark 1, Aerocity","Mughlai, North Indian",2,Not rated
Pizza Hut Delivery,"Worldmark 1, Aerocity","Italian, Pizza, Fast Food",2,Not rated
Foodhall,"Worldmark 3, Aerocity","Bakery, Italian, Chinese, Mexican",2,Not rated
Eat Me,Yusuf Sarai,"North Indian, Continental",2,Average
EDC Mania,Yusuf Sarai,Fast Food,1,Average
Elegant China X-Press,Yusuf Sarai,Chinese,1,Average
Gopala,Yusuf Sarai,"Mithai, Street Food",1,Average
Green Chick Chop,Yusuf Sarai,"Raw Meats, North Indian, Fast Food",1,Average
Hangchuaa's Chinese Food Corner,Yusuf Sarai,Chinese,2,Average
Madhuvan Chinese Fast Food,Yusuf Sarai,Chinese,1,Average
Momos House,Yusuf Sarai,Chinese,1,Average
Punjab Restaurant,Yusuf Sarai,"North Indian, Mughlai",2,Average
Rhythm Restro-Bar,Yusuf Sarai,"Mughlai, Chinese, North Indian",3,Average
Say Cheese,Yusuf Sarai,Fast Food,1,Average
Sona Restaurant,Yusuf Sarai,"North Indian, Mughlai",1,Average
Uraki,Yusuf Sarai,Asian,1,Average
Wah Ji Wah,Yusuf Sarai,North Indian,1,Average
Annapurna Sweets,Yusuf Sarai,"Mithai, Street Food",1,Good
Karnataka,Yusuf Sarai,"South Indian, North Indian, Chinese",2,Good
EDC Mania,Yusuf Sarai,Fast Food,1,Not rated
Faeem Chicken Corner,Yusuf Sarai,Mughlai,1,Not rated
Grills N Chills,Yusuf Sarai,Fast Food,1,Not rated
Gupta Sweets,Yusuf Sarai,"North Indian, South Indian, Mithai",1,Not rated
Khub Chand,Yusuf Sarai,Raw Meats,1,Not rated
OCD - Online Cake Delivery,Yusuf Sarai,"Bakery, Desserts",1,Not rated
Sher E Punjab,Yusuf Sarai,North Indian,1,Not rated
Shri Balaji,Yusuf Sarai,South Indian,1,Not rated
Sidhi Cafe,Yusuf Sarai,"Street Food, Fast Food",1,Not rated
Al Hayat Bakers,Zakir Nagar,Bakery,1,Not rated
Al-Kausar's,Zakir Nagar,Chinese,1,Not rated
Alam Biryani Center,Zakir Nagar,Biryani,1,Not rated
Bismillah Hotel,Zakir Nagar,Fast Food,1,Not rated
Halal Pizza Star,Zakir Nagar,"Pizza, Fast Food",1,Not rated
HTW Bakers,Zakir Nagar,"Bakery, Desserts",1,Not rated
Javed Bawarchi Restaurant,Zakir Nagar,Mughlai,2,Not rated
Let's Eat,Zakir Nagar,"Fast Food, Beverages",1,Not rated
Moonis Kada,Zakir Nagar,"Mughlai, North Indian",2,Not rated
Motu N Patlu,Zakir Nagar,"Lebanese, North Indian, Fast Food",1,Not rated
S.K. Fast Food,Zakir Nagar,Chinese,1,Not rated
Sufiyan Restaurant,Zakir Nagar,Mughlai,1,Not rated
The Relax Point,Zakir Nagar,North Indian,1,Not rated
Zareen's Dastarkhwan,Zakir Nagar,Awadhi,2,Not rated
Ali Baba Caves,"Ansal Plaza Mall, Greater Noida","Cafe, Chinese",2,Average
CafÌ© Doo Ghoont,"Ansal Plaza Mall, Greater Noida",Cafe,2,Average
Knights Chaska,"Ansal Plaza Mall, Greater Noida","North Indian, Chinese",2,Average
Thirsty Scholar Cafe,"Ansal Plaza Mall, Greater Noida",Cafe,1,Average
Savoury Street,"Ansal Plaza Mall, Greater Noida","North Indian, Continental, Italian",2,Not rated
JSB Evergreen Snack & Sweets,Brahmaputra Shopping Complex,"North Indian, Chinese, Fast Food, Street Food",1,Average
221 B Baker Street,Brahmaputra Shopping Complex,Bakery,1,Good
Kapoors Balle Balle,Brahmaputra Shopping Complex,"North Indian, Chinese",1,Good
Lakshmi Coffee House,Brahmaputra Shopping Complex,South Indian,1,Good
Geoffrey's,"Centre Stage Mall, Sector 18","Asian, Continental, Italian, North Indian",4,Average
Haldiram's,"Centre Stage Mall, Sector 18","North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts",2,Good
Maamouchee @ My Way,"Centre Stage Mall, Sector 18","Italian, Lebanese, North Indian",3,Good
Americana Kitchen and Bar,"Centre Stage Mall, Sector 18","American, Tex-Mex, Italian, Mexican, North Indian",4,Poor
Punjabi By Nature Quickie,"DLF Mall of India, Sector 18,  Noida","North Indian, Mughlai",3,Average
United Coffee House Rewind,"DLF Mall of India, Sector 18,  Noida","North Indian, European, Asian, Mediterranean",3,Average
Wow! Momo,"DLF Mall of India, Sector 18,  Noida","Tibetan, Chinese",1,Average
Oh So Stoned!,"DLF Mall of India, Sector 18,  Noida",Desserts,1,Excellent
The Big Chill Cakery,"DLF Mall of India, Sector 18,  Noida","Bakery, Desserts",2,Excellent
Barista,"DLF Mall of India, Sector 18,  Noida",Cafe,2,Good
Big Wong XL,"DLF Mall of India, Sector 18,  Noida","Chinese, Thai, Sushi",3,Good
Carl's Jr.,"DLF Mall of India, Sector 18,  Noida","Burger, American, Fast Food",2,Good
